業績

コード,年度,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
2388,2024/09,860955000,-14733000,-895535000,-942980000,-22.21,-,-
2389,2024/12,16155000000,984000000,1734000000,1341000000,76.8,4.37,2.78
2391,2024/07,3172551000,642297000,691031000,458101000,69.09,8.44,6.99
2393,2025/03,32006000000,2459000000,2485000000,1792000000,115.33,10.23,6.71
2395,2025/03,32413807000,2985215000,6450918000,4924848000,118.3,12.31,5.33
2397,2025/03,1091000000,39000000,40000000,-58000000,-8.58,-,-
2404,2024/08,7069182000,69256000,36444000,4019000,0.3,1.9,0.09
2408,2024/12,2467056000,304708000,319147000,241038000,32.99,4.08,3.58
2410,2024/09,17734862000,1432861000,1438164000,984351000,178.99,24.99,15.13
2411,2025/03,7679000000,418000000,416000000,358000000,29.11,8.52,6.23
2412,2024/03,38962000000,7618000000,7783000000,5357000000,33.82,22.02,10.59
2413,2025/03,284900000000,62971000000,-,40484000000,59.62,10.7,6.96
2415,2025/03,100328000000,3404000000,3576000000,2607053000,251.21,14.41,5.14
2418,2024/12,63545000000,7408000000,7726000000,5147000000,107.9,15.97,4.61
241A,2024/09,3476794000,-470040000,-497651000,-499941000,-73.12,-,-
2424,2024/07,12726515000,454319000,488160000,275052000,51.08,7.26,2.54
2425,2025/03,9862000000,520000000,581000000,374000000,98.6,12.79,9.08
2427,2023/12,749608000000,16476000000,-,5162000000,40.98,5.75,1.22
2428,2024/06,10132265000,1222366000,1223951000,836790000,44.29,10.11,3.08
2429,2024/12,242226000000,8593000000,8551000000,4981000000,280.38,11.19,2.86
242A,2024/09,2703435000,317120000,318727000,214001000,243.92,19.63,13
2432,2025/03,163997000000,28973000000,-,24193000000,217.24,10.01,6.14
2433,2025/03,953316000000,37581000000,42660000000,10768000000,29.32,2.76,1.03
2435,2025/03,17829000000,892000000,668000000,444000000,39.57,29.9,2.22
2436,2024/12,7323625000,1074736000,1082179000,526170000,60.6,15.4,9.06
2437,2024/05,2035999000,-242524000,-222107000,-1010510000,-98.84,-,-
2438,2025/04,7263000000,173000000,178000000,-263056000,-16.3,-,-
2440,2025/03,13458000000,262000000,261000000,211017000,3.74,4.28,1.9
2445,2025/03,43827000000,2061000000,1856000000,1230000000,26.63,5.61,1.64
2449,2024/08,6885000000,572609000,577000000,226000000,51.28,4.38,3.23
244A,2024/08,4422114000,602600000,611855000,417459000,153.9,21.84,11.8
2453,2023/09,18158337000,1629365000,1533663000,679630000,20.67,7.1,2.42
2454,2025/03,15954000000,10000000,10000000,-39054000,-2.8,-,-
2459,2024/05,441495000,-92673000,-85170000,-138505000,-18.46,-,-
245A,2024/08,6418581000,450592000,425890000,285899000,142.95,37.12,8.28
2461,2024/12,6961663000,1595822000,1670185000,1419402000,21.43,7.88,6.08
2462,2024/05,60469358000,3333438000,3953909000,2447744000,127.55,14.56,6.36
2464,2025/03,7700000000,440000000,477000000,242700000,18.42,5.32,3.28
2467,2025/03,1605000000,-270000000,-272000000,598534000,46.46,113.11,45.86
2468,2024/03,1323146000,-179184000,-220546000,-245972000,-26.29,-,-
2469,2025/03,59473000000,4171000000,3924000000,1722000000,173.4,15.07,3.9
246A,2024/06,1363674000,164254000,167598000,118266000,57,20.7,10.14
2471,2024/11,25554000000,2783000000,-,2099000000,26.57,21.34,5.29
2475,2025/03,51136663000,5068340000,5095377000,3051142000,155.36,9.57,7.31
2477,2024/06,2023990000,1476791000,1479139000,976459000,150.69,14.89,13.99
2479,2025/03,3393000000,329000000,330000000,228000000,28.51,16.07,10.28
247A,2025/03,14206000000,2480000000,2422000000,1703000000,162.34,51.46,24.45
2480,2025/03,1666000000,536000000,589000000,330000000,93.53,8.92,7.53
2481,2024/06,3736173000,576739000,686107000,492579000,89.23,10.26,9.05
2483,2025/03,11210000000,890000000,905000000,723716000,216.19,10.7,8.19
2484,2024/08,50411000000,-5991000000,-5853000000,-3705000000,-28.18,-,-
2485,2024/09,18839000000,1438000000,1243000000,752000000,33.42,9.19,2.75
2487,2023/12,11312769000,458847000,506641000,378621000,66.98,6.15,4.74
2488,2025/03,9211000000,820000000,828000000,562000000,99.16,15.38,9.51
2489,2024/12,12684500000,166387000,503926000,-473463000,-12.11,-,-
248A,2024/12,908174000,169032000,168511000,104916000,52.66,4.82,4.02
2491,2024/12,30410000000,4160000000,4121000000,2855000000,113.2,22.2,14.57
2492,2024/12,15630970000,1200437000,1187365000,655426000,2.9,6,4.42
2493,2024/11,5406867000,163833000,182226000,135268000,30.57,3.83,2.48
2497,2025/03,12035000000,2646000000,2577000000,1480452000,37.71,7.03,5.96
2498,2024/09,86282137000,4664612000,4022597000,2597663000,428.24,10.66,3.98
2499,2024/12,4704858000,480316000,432363000,296470000,32.7,8.16,3.17
2501,2024/12,530783000000,10416000000,-,7714000000,99,3.94,1.16
2502,2024/12,2939422000000,269052000000,-,192080000000,126.66,7.2,3.55
2503,2024/12,2338385000000,125340000000,-,58214000000,71.87,4.93,1.74
250A,2025/03,39625000000,3372000000,3449000000,2554000000,167.96,14.14,10.29
2531,2025/03,362693000000,20597000000,22180000000,16202000000,82.98,6.61,3.39
2533,2024/12,84104000000,3448000000,3629000000,2729000000,47.39,11.55,4.9
2540,2025/03,10017000000,128000000,626000000,679000000,49.04,1.47,1.27
2551,2024/09,33157086000,1147437000,1112473000,828830000,363.31,12.79,3.08
255A,2025/03,43261000000,6344000000,6626000000,4064000000,348.84,9.15,6.96
256A,2025/03,138259000000,6426000000,5730000000,3723000000,194.45,7.39,2.37
2573,2024/12,56860000000,2204000000,2209000000,1545000000,113.54,3.67,2.98
2579,2024/12,892681000000,13390000000,-,7309000000,40.75,1.57,0.91
2585,2025/03,44537000000,4742000000,4712000000,3392000000,64.92,23.84,10.21
2586,2025/03,2549000000,229000000,234000000,270000000,4.68,9.14,7.61
2587,2024/12,1696765000000,160249000000,-,93495000000,302.57,7.73,4.54
2588,2025/03,76895000000,11482000000,-,5631000000,189.38,22.47,5.02
2590,2025/01,237189000000,4789000000,3023000000,3804000000,120.64,4.14,2.05
2593,2025/04,472716000000,22969000000,22973000000,14156000000,163.88,8.12,4.11
2594,2025/03,77883000000,607000000,757000000,342000000,15.97,1.11,0.59
2597,2024/12,12935995000,538346000,536778000,457775000,34.22,7.02,3.23
2599,2024/03,12058169000,1009722000,1267215000,925303000,191.92,10.96,4.38
259A,2024/09,6656533000,262412000,234235000,166130000,176.13,16.28,3.77
2602,2025/03,530878000000,19278000000,18089000000,12850000000,396.39,6.87,3.31
2607,2025/03,671211000000,9895000000,5304000000,2230000000,25.94,1.06,0.37
260A,2024/12,6057000000,-2324000000,-2413000000,-2694000000,-112.59,-,-
2612,2025/03,39450000000,3166000000,3394000000,2357000000,256.1,6.68,5.41
2613,2025/03,230783000000,8572000000,10031000000,6996000000,211.51,6.61,4.11
261A,2024/12,23533494000,2176647000,2175868000,1491884000,125.73,10.49,6.5
262A,2024/12,44845000000,5012000000,4878000000,3515000000,151.31,15.24,10.09
264A,2024/09,2852780000,116260000,87111000,184387000,31.62,28.37,7.63
2651,2024/02,1087964000000,94090000000,-,52148000000,521.07,18.31,2.27
2652,2024/09,14455416000,2078085000,2055093000,1376414000,41.75,12.67,7.61
2653,2025/02,531619000000,10537000000,11022000000,6035000000,177.45,10.95,3.35
2654,2025/03,20529000000,296000000,313000000,143692000,10.67,2.17,1.54
2656,2025/03,162000000,-574000000,-566000000,-779822000,-39.27,-,-
2659,2025/02,237156000000,16923000000,17468000000,11469000000,185.48,7.62,6
265A,2024/12,946358000,94799000,72005000,96118000,31.59,5.57,5.05
2664,2025/03,287816000000,7461000000,8340000000,4884000000,218.68,4.27,2.45
2666,2025/03,8871000000,274000000,411000000,268000000,18.55,6.47,3.56
2667,2024/09,1563081000,-844815000,-,-889625000,-82.92,-,-
2668,2025/02,16852000000,739000000,754000000,520000000,76.6,10.76,6.1
2669,2025/02,90481000000,3077000000,3108000000,1948000000,201.32,6.7,5.21
2670,2025/02,372202000000,62550000000,64618000000,45358000000,183.18,12.35,10.83
2673,2025/03,251000000,-13000000,91000000,90000000,8.9,3.71,2.73
2674,2025/03,33531000000,3218000000,3403000000,2314029000,166.52,12.67,9.03
2676,2025/03,28098000000,2079000000,2004000000,1458000000,158.18,8.66,6.22
2678,2024/05,471682000000,16953000000,16677000000,19139000000,196.46,24.46,7.87
2681,2025/03,427669000000,11250000000,12224000000,4537000000,114.25,5.03,1.79
2683,2024/02,9855580000,72339000,74900000,42038000,16.46,4.9,1.95
2685,2025/02,293110000000,15510000000,15964000000,9614000000,208.91,12.47,7.22
2686,2025/02,59975000000,-805000000,-1273000000,-1060000000,-24.9,-,-
2687,2025/02,7822968000,421000000,385000000,1123092000,227.51,25.65,9.97
2689,2024/06,118564924000,2226710000,2244420000,1500356000,251.68,13.19,3.47
268A,2024/12,90652000000,18367000000,-,13615000000,60.44,16.65,7.67
2692,2025/03,699369000000,8505000000,11283000000,8204000000,646.65,7.1,3.02
2693,2024/12,11930926000,-10323000,143092000,-1454000,-0.13,-,-
2694,2025/03,23533000000,468000000,428000000,-613818000,-2.61,-,-
2695,2024/10,234950000000,5699000000,6224000000,3226000000,81.17,5.72,2.31
2698,2025/02,83380000000,849000000,910000000,-163000000,-10.19,-,-
269A,2024/09,634946000,-19068000,-28542000,-29057000,-23.66,-,-
2700,2024/12,118998507000,2377071000,2485160000,1723905000,1060.68,11.49,4.29
2702,2024/12,405477000000,48021000000,47389000000,31961000000,240.38,12.63,9.48
2705,2025/03,31385000000,1661000000,1723000000,1224000000,168.82,27.33,10.31
2706,2023/02,6083259000,202092000,227870000,91723000,10.49,0.96,0.82
2708,2025/03,68568000000,1847000000,2191000000,1754000000,379.14,22.15,7.64
2715,2024/03,194350000000,9052000000,7595000000,5729000000,139.92,7.65,4.89
2721,2024/12,179573000,-267142000,-271518000,-387700000,-55.38,-,-
2722,2024/05,14049266000,341749000,340056000,229458000,29.79,10.68,3.82
2726,2025/02,207825000000,23656000000,23929000000,11848000000,136.46,16.71,8.01
272A,2025/04,27878000000,1983000000,1992000000,1212000000,136.57,10.14,4.63
2730,2025/03,768129000000,23394000000,24350000000,14118000000,134.32,6.34,3.25
2733,2024/03,944149000000,14508000000,15341000000,10322000000,303.01,9.41,3.26
2734,2024/11,240498000000,6308000000,8193000000,5249000000,81.89,6.25,2.59
2735,2024/08,61257283000,1246767000,1228298000,904148000,68.45,7.23,2.99
2736,2024/08,9305952000,270418000,226317000,139052000,39.14,9.28,1.89
2737,2025/03,421671000000,10169000000,7377000000,5588000000,821.65,11.26,4.9
2742,2025/02,210752000000,12270000000,12301000000,8913000000,416.93,12.7,7.9
2743,2024/12,887056000,-604134000,-579104000,-2492378000,-28.3,-,-
2747,2025/02,36912000000,243000000,205000000,142000000,112.35,2.48,0.78
2749,2025/03,41147000000,5809000000,5858000000,3920000000,45.9,20.09,10.42
274A,2025/02,17159000000,1849000000,1722000000,1207000000,219.88,15.18,7.61
2750,2025/03,64953996000,1557458000,1336829000,888108000,114.5,7.26,2.26
2751,2024/04,37074000000,2824000000,3069000000,1972000000,165.05,14.33,8.14
2752,2024/12,31324000000,1217000000,1030000000,459000000,10.03,5.35,1.74
2753,2025/03,35332000000,2638000000,2726000000,1736000000,84.5,7.91,6.24
2754,2024/03,8539352000,527422000,540958000,350098000,72.36,6.67,4.39
2760,2025/03,216379000000,12457000000,11415000000,8874000000,295.7,18.54,5.66
2762,2024/06,9328000000,-683000000,-683000000,-711000000,-28.59,-,-
2763,2025/03,34625000000,9282000000,-,6613000000,220.37,22.16,16.29
2764,2025/03,10662000000,249000000,173000000,1530727000,21.68,26.06,12.61
2767,2025/03,140581000000,15295000000,16462000000,11158000000,178.78,21.86,11.28
2768,2025/03,2509714000000,76890000000,-,110636000000,513.74,11.42,3.58
2769,2024/05,24799000000,-915000000,-934000000,-1144000000,-145.84,-,-
276A,2024/08,1269627000,420954000,416408000,288477000,83.29,29.71,19.08
2776,2025/01,12296801000,42892000,49460000,16543000,0.45,1.16,0.27
2778,2025/02,15040000000,214000000,162000000,-47000000,-3.91,-,-
277A,2024/05,4175324000,369628000,378800000,260507000,9.99,17.47,10.04
2780,2025/03,158994000000,6176000000,6046000000,4777112000,435.94,14.58,5.39
2782,2025/03,236327000000,16836000000,16993000000,11218000000,149.1,10.39,7.93
2784,2025/03,2961051000000,38080000000,40485000000,27389000000,147.54,5.68,1.9
2788,2024/12,43795649000,1374722000,1535219000,1198508000,93.33,12.5,6.06
2789,2025/02,7263000000,365000000,359000000,363000000,62.97,18.36,7.23
278A,2025/01,4435568000,-627159000,-606299000,-474800000,-56.73,-,-
2790,2025/03,181850000000,1266000000,1329000000,183000000,6.92,0.12,0.08
2791,2024/05,270077000000,9352000000,9543000000,6306000000,452.58,11.39,6.04
2792,2024/05,56571603000,6970823000,7281734000,4876915000,175.02,10.89,9.23
2795,2025/03,7093000000,549000000,584000000,408000000,77.53,5.17,3.94
2796,2024/05,54466000000,916000000,833000000,-351000000,-33.35,-,-
2798,2025/02,12120830000,118970000,248100000,260650000,79.03,38.43,5.4
2801,2025/03,708979000000,73698000000,-,61695000000,64.99,12.13,9.08
2802,2025/03,1530556000000,113968000000,-,70272000000,69.77,9.41,4.08
2804,2025/03,14617000000,223000000,864000000,623000000,46.86,2.91,1.92
2805,2025/03,123520000000,9442000000,9650000000,7565000000,313.01,9.42,5.52
2806,2025/03,14455000000,681000000,800000000,553000000,79.59,2.46,2.15
2809,2024/11,483985000000,34329000000,36874000000,21419000000,154.09,7.09,4.63
280A,2024/11,6017239000,323598000,306043000,272504000,80.95,34.86,7.14
2810,2025/03,315418000000,20004000000,21388000000,12493000000,131.85,4.27,2.87
2811,2024/12,306869000000,36221000000,-,25015000000,278.51,13.47,6.9
2812,2024/03,13250000000,145000000,191000000,104000000,9.14,0.54,0.48
2813,2025/03,16249000000,1591000000,1609000000,1208405000,484.98,14.13,8.3
2814,2025/03,6360000000,672000000,813000000,596000000,155.25,3.09,2.82
2815,2025/03,65400000000,11117000000,12001000000,8206402000,257.67,6.46,5.63
2816,2025/03,26241000000,656000000,673000000,458000000,47.45,4.67,2.45
2818,2025/03,11135000000,177000000,160000000,57794000,8.38,0.91,0.56
2819,2025/03,47963000000,2031000000,2113000000,1399000000,143.18,4.09,2.95
281A,2024/12,982352000,49517000,55133000,56471000,13.11,4.43,2.83
2820,2024/06,19001012000,2079244000,2076794000,1476234000,211.88,15.53,9.51
2830,2024/11,20513627000,386061000,400351000,289988000,35.13,2.13,1.69
2831,2025/03,74650000000,2849000000,3399000000,2459000000,261.3,5.94,3.58
285A,2025/03,1706460000000,451748000000,-,272315000000,519.96,36.92,9.33
286A,2024/12,19833896000,2292588000,2801668000,2025848000,64.4,11.28,3.37
2871,2025/03,702080000000,38315000000,39878000000,24731000000,97.34,9.51,4.95
2872,2025/02,4484000000,96000000,123000000,119000000,85.33,8.53,3.62
2874,2024/09,122282000000,4647000000,4808000000,3933000000,66.78,5.03,1.94
2875,2025/03,507600000000,75488000000,83919000000,62867000000,626.41,13.06,10.57
2876,2025/03,15403000000,561000000,539000000,-422000000,-47.39,-,-
2877,2025/03,55860000000,574000000,510000000,384000000,31.74,2.39,0.96
287A,2025/03,121327000000,5928000000,-,3914000000,92.2,10.19,4.09
2882,2025/02,37335000000,1090000000,987000000,888000000,78.31,8.12,3.05
2883,2025/03,25732000000,840000000,844000000,-574000000,-97.13,-,-
2884,2025/02,58110000000,4161000000,4251000000,1861345000,78.13,16.86,3.32
288A,2025/03,2564000000,590000000,569000000,435000000,20.65,14.65,9.32
2892,2025/03,62697000000,1200000000,1914000000,1527000000,310.47,5.37,3.05
2894,2025/03,10869000000,267000000,309000000,287000000,17.22,7.45,3.75
2897,2025/03,776594000000,74369000000,-,55019000000,184.41,11.57,6.48
2899,2024/03,113821000000,5999000000,6309000000,3370000000,192.85,7.72,3.37
2901,2025/03,1974000000,200000000,48000000,431594000,25.44,16.16,9.44
2902,2025/03,50044000000,6212000000,6573000000,4624945000,273.18,9.16,7.46
2903,2025/03,57651000000,2332000000,2367000000,996000000,82.02,6.64,3.36
2904,2024/06,34487406000,1271246000,1247475000,957478000,52.1,6.6,3.05
2907,2025/03,51045000000,1964000000,2221000000,1548947000,203.52,8.91,5.76
2908,2025/03,57077000000,1131000000,1554000000,951000000,33.41,1.39,1.2
290A,2024/12,2316649000,-3070206000,-3594948000,-3592954000,-42.78,-,-
2910,2025/04,51184000000,1242000000,1301000000,329000000,12.59,1.14,0.93
2911,2025/03,8017000000,225000000,307000000,238000000,128.89,2.91,2.33
2914,2024/12,3149759000000,323461000000,-,179240000000,100.95,4.76,2.14
2915,2025/03,91703000000,4845000000,4999000000,3503000000,221.62,8.77,5.47
2916,2025/03,18701000000,755000000,816000000,319610000,28.08,2.7,1.55
2917,2024/09,16305293000,269700000,273965000,179993000,35.82,1.54,1.15
2918,2025/02,222467000000,4515000000,4898000000,2679000000,153.38,4.73,2.22
2919,2025/03,9604000000,635000000,693000000,485000000,253.82,4.9,3.57
291A,2025/03,1958000000,683000000,671000000,473000000,233.78,33.52,26.88
2922,2025/03,48892510000,1968760000,2025273000,1352046000,107.45,5.16,3.25
2923,2025/04,46479000000,2697000000,2944000000,1949000000,386.43,8.67,3.99
2924,2025/03,25557000000,2998000000,3049000000,2102000000,254.58,18.84,12.55
2926,2024/09,2785774000,-9349000,-6056000,-28375000,-2,-,-
2927,2024/08,30185451000,1916188000,1921421000,1252067000,89.2,8.99,2.66
2928,2025/03,171090000000,1882000000,-,264000000,0.45,0.51,0.16
2929,2024/07,62147000000,5113000000,5249000000,3205000000,112.69,27.67,8.76
2930,2025/02,11826000000,1675000000,1704000000,1205000000,8.66,15.32,13.16
2931,2024/12,47618000000,300000000,431000000,-650000000,-4.84,-,-
2932,2024/12,35580529000,2901186000,2917137000,1685326000,94.8,20.1,8.74
2933,2025/03,108912144000,4513008000,4191314000,2587971000,113.36,12.47,3.57
2934,2024/05,17714904000,-553001000,-642540000,-2086426000,-426.06,-,-
2935,2025/02,41518000000,1279000000,1345000000,958000000,77.03,5.2,3.17
2936,2025/02,15241000000,136000000,123000000,108000000,2.05,10.42,2.8
2937,2025/03,19467000000,835000000,845000000,350434000,37.93,7.07,3.79
2938,2024/06,32665000000,2548000000,2932000000,1968000000,126.04,13.91,5.02
2961,2024/09,18443815000,1058939000,1069298000,700233000,629.28,9.95,4.8
2962,2024/06,4683182000,-476939000,-318634000,-603632000,-67.48,-,-
296A,2025/03,4979000000,1494000000,1478000000,1014000000,26.94,32.79,21.55
2970,2024/12,17126000000,1543000000,1511000000,1000000000,237.74,23.36,5.26
2974,2024/09,37097680000,901210000,647575000,413127000,125.29,5,0.99
2975,2024/11,55849959000,5524556000,4607357000,3106800000,92.98,12.21,3.02
2976,2025/03,2690000000,-88000000,-118000000,-66000000,-49.12,-,-
2978,2024/07,5483091000,155256000,114088000,215658000,19.04,12.99,5.11
297A,2025/03,103836216000,3412000000,3060000000,2292471000,36.35,15.79,3.93
2980,2025/03,26690000000,3107000000,2903000000,1697053000,105.46,12.43,5.57
2981,2025/03,20267000000,2258000000,2112000000,1404730000,495.81,16.83,6.45
2982,2024/12,49910901000,3216733000,2515556000,1610551000,33.5,8.61,2.69
2983,2025/01,40185916000,2163157000,2002263000,1436779000,270.13,25.36,4.98
2984,2025/03,20909000000,1753000000,1216000000,682538000,80.52,5.03,1.35
2986,2024/12,44707290000,7700990000,6848449000,4713088000,759.38,26.25,6.62
2987,2023/09,18565413000,2430096000,2228132000,1537841000,117.98,21.58,8.79
